ID Allocation Policy is 0(low port first) / 1(Crossing Paths based method): 1
Address method is 0(destination_based) / 1(path_based): 1
 dst_based renewable label = 10
 path_based renewable label = 10


 (east, west, south, north, front, back, from host0,... east(vch2), south(vch2), west(vch2), north(vch2), front, back, from host(vch2)0,.. to host(vch2)0,..
 Node 268:   0 0 0 0 3 0 0 0 1 0 0 0 0 0 1 1
 Node 269:   0 1 1 0 1 1 1 1 0 0 0 2 0 2 0 0
 Node 270:   0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1
 Node 271:   0 1 2 0 1 1 1 1 1 0 0 2 0 2 0 0
 Node 272:   1 0 0 0 2 0 0 0 0 2 0 1 0 0 1 1
 Node 273:   1 1 0 0 0 1 1 1 0 1 0 0 0 0 0 0
 Node 274:   1 0 0 0 2 0 0 0 0 1 0 0 0 0 1 1
 Node 275:   0 1 1 0 0 1 1 1 0 0 0 1 0 0 0 0
 Node 276:   1 0 0 0 2 0 0 0 0 0 0 0 0 0 1 1
 Node 277:   1 1 1 0 0 1 1 1 0 0 0 1 0 0 0 0
 Node 278:   2 1 1 0 2 0 0 0 0 0 0 1 0 0 1 1
 Node 279:   2 2 1 0 0 1 1 1 0 0 0 1 0 0 0 0
 Node 280:   2 2 0 0 2 0 0 0 0 0 0 0 0 0 1 1
 Node 281:   1 2 1 0 0 1 1 1 0 0 0 2 0 2 0 0
 Node 282:   1 2 0 0 1 0 0 0 0 0 0 0 0 0 1 1
 Node 283:   0 2 2 0 1 1 1 1 0 0 0 1 0 0 0 0
 Node 284:   0 1 0 0 1 0 0 0 1 0 0 0 0 0 1 1
 Node 285:   0 2 1 0 1 1 1 1 0 0 0 1 0 0 0 0
 Node 286:   0 1 0 0 1 0 0 0 1 0 0 0 0 0 1 1
 Node 287:   0 2 2 0 1 1 1 1 1 0 0 1 0 0 0 0
 Node 288:   1 0 0 0 4 0 0 0 0 1 0 1 0 1 1 1
 Node 289:   1 1 0 0 0 1 1 1 0 1 0 0 0 0 0 0
 Node 290:   1 0 0 0 4 0 0 0 0 1 0 0 0 0 1 1
 Node 291:   0 1 1 0 0 1 1 1 0 0 0 0 0 2 0 0
 Node 292:   1 0 0 0 4 0 0 0 0 0 0 0 0 0 1 1
 Node 293:   1 1 1 0 0 1 1 1 0 0 0 0 0 2 0 0
 Node 294:   1 1 1 0 6 0 0 0 0 0 0 1 0 1 1 1
 Node 295:   1 2 1 0 0 1 1 1 0 0 0 0 0 2 0 0
 Node 296:   1 2 0 0 4 0 0 0 0 0 0 0 0 1 1 1
 Node 297:   1 2 1 0 0 1 1 1 0 0 0 0 0 1 0 0
 Node 298:   1 1 0 0 4 0 0 0 0 0 0 0 0 1 1 1
 Node 299:   0 1 2 0 0 1 1 1 0 0 0 0 0 2 0 0
 Node 300:   0 0 0 0 4 0 0 0 1 0 0 0 0 1 1 1
 Node 301:   0 1 1 0 0 1 1 1 0 0 0 0 0 2 0 0
 Node 302:   0 0 0 0 2 0 0 0 1 0 0 0 0 1 1 1
 Node 303:   0 1 2 0 0 1 1 1 1 0 0 0 0 2 0 0
 Node 304:   1 0 0 0 4 0 0 0 0 2 0 0 0 0 1 1
 Node 305:   1 1 0 0 0 1 1 1 0 1 0 0 0 0 0 0
 Node 306:   1 0 0 0 4 0 0 0 0 1 0 0 0 0 1 1
 Node 307:   0 1 0 0 0 1 1 1 0 0 0 0 0 3 0 0
 Node 308:   1 0 0 0 4 0 0 0 0 0 0 0 0 0 1 1
 Node 309:   1 1 0 0 0 1 1 1 0 0 0 0 0 3 0 0
 Node 310:   2 1 1 0 6 0 0 0 0 0 0 0 0 0 1 1
 Node 311:   2 2 0 0 0 1 1 1 0 0 0 0 0 3 0 0
 Node 312:   2 2 0 0 4 0 0 0 0 0 0 0 0 0 1 1
 Node 313:   1 2 0 0 0 1 1 1 0 0 0 0 0 4 0 0
 Node 314:   1 2 0 0 4 0 0 0 0 0 0 0 0 0 1 1
 Node 315:   0 2 1 0 0 1 1 1 0 0 0 0 0 3 0 0
 Node 316:   0 1 0 0 4 0 0 0 1 0 0 0 0 0 1 1
 Node 317:   0 2 0 0 0 1 1 1 0 0 0 0 0 3 0 0
 Node 318:   0 1 0 0 2 0 0 0 1 0 0 0 0 0 1 1
 Node 319:   0 2 1 0 0 1 1 1 1 0 0 0 0 3 0 0
 Node 320:   1 0 0 0 4 0 0 0 0 2 0 0 0 0 1 1
 Node 321:   1 1 0 0 0 1 1 1 0 1 0 0 0 0 0 0
 Node 322:   1 0 0 0 4 0 0 0 0 1 0 0 0 0 1 1
 Node 323:   0 1 0 0 0 1 1 1 0 0 0 0 0 3 0 0
 Node 324:   1 0 0 0 4 0 0 0 0 0 0 0 0 0 1 1
 Node 325:   1 1 1 0 0 1 1 1 0 0 0 0 0 2 0 0
 Node 326:   2 1 1 0 6 0 0 0 0 0 0 0 0 0 1 1
 Node 327:   2 2 0 0 0 1 1 1 0 0 0 0 0 3 0 0
 Node 328:   2 2 0 0 4 0 0 0 0 0 0 0 0 0 1 1
 Node 329:   1 2 0 0 0 1 1 1 0 0 0 0 0 4 0 0
 Node 330:   1 2 0 0 4 0 0 0 0 0 0 0 0 0 1 1
